31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 
70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 
79, 79, 79, 79, 65, 65, 65, 65, 21, 21, 21, 21, 53, 53, 53, 53, 47, 47, 47, 47, 46, 46, 46, 46, 20, 20, 20, 20, 57, 57, 57, 57, 32, 32, 32, 32, 57, 57, 57, 57, 29, 29, 29, 29, 72, 72, 72, 72, 28, 28, 28, 28, 17, 17, 17, 17, 79, 79, 79, 79, 38, 38, 38, 38, 
21, 84, 49, 88, 6, 43, 35, 54, 80, 50, 75, 65, 54, 76, 67, 51, 48, 38, 7, 88, 55, 33, 25, 63, 17, 0, 17, 64, 16, 72, 70, 31, 75, 41, 31, 40, 59, 22, 50, 95, 31, 85, 86, 35, 65, 14, 37, 80, 11, 47, 54, 61, 54, 20, 100, 49, 91, 91, 91, 90, 30, 89, 91, 18, 
